20		748		5
27		759		5
40		652		5
50		514		5
62		412		5
77		328		5
82		335		5
102		377		5
125		378		5
133		378		5
140		401		5
152		522		5
160		605		5
171		625		5
184		611		5
186		689		5
189		688		5
190		703		5
221		784		5
260		882		5
294		948		5
320		993		5
334		1114		5
350		1184		5
382		1229		5
411		1358		5
