20		762		5
27		771		5
40		649		5
50		500		5
62		401		5
77		295		5
82		365		5
102		342		5
125		347		5
133		352		5
140		382		5
152		509		5
160		584		5
171		633		5
184		610		5
186		675		5
189		718		5
190		723		5
221		753		5
260		868		5
294		944		5
320		1012		5
334		1099		5
350		1216		5
382		1257		5
411		1376		5
