20		750		5
30		732		5
40		620		5
55		540		5
71		437		5
88		335		5
101		330		5
112		342		5
120		370		5
132		368		5
141		420		5
150		508		5
162		598		5
171		612		5
183		640		5
185		688		5
189		700		5
193		721		5
220		786		5
262		867		5
289		914		5
321		998		5
345		1109		5
366		1189		5
379		1263		5
411		1358		5
